timestamp,label,L_qw,L_qx,L_qy,L_qz,L_f1,L_f2,L_f3,L_f4,L_f5,R_qw,R_qx,R_qy,R_qz,R_f1,R_f2,R_f3,R_f4,R_f5
0.846,good morning,0.6075,-0.4954,0.3911,0.4823,0.0743,0.0,0.0,0.0,0.0,0.1616,-0.887,0.1666,-0.3993,0.0,0.6206,0.2454,0.4778,0.4921
0.867,good morning,0.6076,-0.496,0.3895,0.4828,0.0415,0.0,0.0,0.0,0.0,0.1708,-0.8867,0.1711,-0.3942,0.0,0.5077,0.1367,0.4073,0.0431
0.886,good morning,0.6074,-0.4972,0.3878,0.4832,0.0485,0.0,0.0,0.0,0.0,0.1852,-0.8852,0.1735,-0.39,0.0,0.5234,0.1354,0.3443,0.5185
0.906,good morning,0.6069,-0.4987,0.3862,0.4836,0.0134,0.0,0.0,0.056,0.0,0.1991,-0.8812,0.1746,-0.3917,0.0,0.3949,0.0857,0.3191,0.3864
0.927,good morning,0.6062,-0.5001,0.3848,0.4841,0.0391,0.0,0.0,0.056,0.0,0.2073,-0.8736,0.18,-0.4018,0.0,0.4011,0.1302,0.2235,0.1488
0.946,good morning,0.6055,-0.5012,0.3835,0.4848,0.0415,0.0,0.0,0.0,0.0,0.2122,-0.864,0.1871,-0.4166,0.0,0.4011,0.066,0.304,0.0
0.966,good morning,0.6049,-0.5018,0.3824,0.4858,0.0204,0.0,0.0,0.056,0.0,0.2175,-0.8547,0.1919,-0.4306,0.0,0.4952,0.0804,0.2184,0.0
0.987,good morning,0.6046,-0.5022,0.3812,0.4868,0.1048,0.0,0.0,0.0,0.0,0.2239,-0.8459,0.1959,-0.4426,0.0,0.3792,0.0726,0.0849,0.0
1.007,good morning,0.6043,-0.5026,0.3799,0.4877,0.0555,0.0,0.0,0.0,0.0,0.2305,-0.8364,0.201,-0.4548,0.0,0.2664,0.087,0.2512,0.0
1.026,good morning,0.6041,-0.5029,0.3787,0.4886,0.0649,0.0,0.0,0.0,0.0,0.2354,-0.8253,0.2072,-0.4695,0.0,0.3761,0.0281,0.236,0.0
1.047,good morning,0.6038,-0.5035,0.3775,0.4893,0.0274,0.0,0.0,0.0,0.1722,0.2396,-0.8124,0.214,-0.4866,0.0,0.3855,0.0961,0.304,0.4393
1.067,good morning,0.6033,-0.5041,0.3766,0.4899,0.0485,0.0,0.0,0.0,0.0,0.2428,-0.799,0.2191,-0.5048,0.0,0.5297,0.07,0.2965,0.0
1.087,good morning,0.6026,-0.5051,0.3756,0.4907,0.0485,0.0,0.0,0.0,0.0,0.2446,-0.7859,0.2225,-0.5224,0.0,0.4011,0.0372,0.3292,0.0431
1.107,good morning,0.6016,-0.5062,0.3745,0.4915,0.0,0.0,0.0,0.0,0.0,0.2446,-0.7719,0.226,-0.5416,0.0,0.2664,0.0582,0.4224,0.7298
1.127,good morning,0.6005,-0.5073,0.3734,0.4925,0.0016,0.0,0.0,0.056,0.0,0.2434,-0.7525,0.2319,-0.5663,0.0,0.4638,0.0372,0.4627,0.36
1.147,good morning,0.5995,-0.5084,0.3723,0.4935,0.0626,0.0,0.0,0.0,0.0,0.2407,-0.7222,0.2414,-0.6018,0.0,0.42,0.0241,0.4274,0.7298
1.167,good morning,0.5986,-0.5093,0.3714,0.4943,0.0227,0.0,0.0,0.0,0.0,0.2364,-0.6772,0.2544,-0.6486,0.0,0.3165,0.0,0.5483,0.7033
1.187,good morning,0.598,-0.51,0.3706,0.495,0.0766,0.0,0.0,0.0,0.0,0.2311,-0.6146,0.2706,-0.704,0.0,0.2507,0.0,0.5936,1.0
1.207,good morning,0.5977,-0.5104,0.3698,0.4955,0.0766,0.0,0.0,0.0,0.0,0.225,-0.5378,0.2883,-0.7596,0.0,0.2444,0.0516,0.649,0.0
1.227,good morning,0.5977,-0.5106,0.369,0.4958,0.1235,0.0,0.0,0.0,0.0157,0.2183,-0.4497,0.3063,-0.8101,0.0,0.2538,0.0831,0.6667,0.0167
1.248,good morning,0.598,-0.5107,0.3681,0.496,0.0649,0.0,0.0,0.0,0.0,0.2115,-0.353,0.3233,-0.8522,0.0,0.42,0.0163,0.7044,0.6241
1.267,good morning,0.5982,-0.511,0.3674,0.4961,0.0555,0.0,0.0,0.0,0.0,0.204,-0.2502,0.3389,-0.8837,0.0,0.3635,0.0241,0.6944,1.0
1.288,good morning,0.5982,-0.5115,0.3668,0.4959,0.0766,0.0,0.0,0.0,0.0,0.1957,-0.1477,0.3523,-0.9032,0.0,0.3573,0.0503,0.6516,0.4921
1.307,good morning,0.5979,-0.5123,0.3666,0.4957,0.086,0.0,0.0,0.0,0.0157,0.1884,-0.05,0.3622,-0.9115,0.0,0.3792,0.0634,0.6364,0.809
1.327,good morning,0.5974,-0.5132,0.3666,0.4953,0.0907,0.0,0.0,0.0,0.0,0.185,0.0314,0.3676,-0.9109,0.0,0.2444,0.0307,0.7044,0.9938
1.347,good morning,0.5969,-0.514,0.3669,0.4948,0.0,0.0,0.0,0.0,0.1983,0.1854,0.0878,0.3694,-0.9063,0.0,0.3102,0.0569,0.5231,0.6241
1.367,good morning,0.5969,-0.5142,0.3676,0.4941,0.0766,0.0,0.0,0.3721,0.0,0.1877,0.1171,0.3704,-0.9022,0.0,0.2131,0.0647,0.6767,0.6769
1.387,good morning,0.5975,-0.5137,0.3686,0.4932,0.086,0.0,0.0,0.0824,0.0,0.1904,0.1318,0.3714,-0.8991,0.0,0.2068,0.0516,0.6516,0.4393
1.407,good morning,0.5988,-0.5126,0.3697,0.4919,0.0274,0.0,0.0,0.0,0.0,0.1888,0.151,0.3718,-0.8962,0.0,0.2475,0.087,0.571,0.36
1.427,good morning,0.6007,-0.511,0.3706,0.4906,0.0,0.0,0.0,0.0429,0.0026,0.1824,0.1796,0.3702,-0.893,0.0,0.2601,0.0569,0.6264,1.0
1.447,good morning,0.6028,-0.5092,0.3714,0.4892,0.0298,0.0,0.0,0.0,0.8374,0.1749,0.2076,0.3665,-0.89,0.0,0.1566,0.0124,0.576,0.6769
1.467,good morning,0.6049,-0.5076,0.3722,0.4878,0.0298,0.0,0.0,0.0,0.8243,0.1687,0.2256,0.3616,-0.8888,0.0,0.2601,0.0241,0.5382,0.7826
1.487,good morning,0.6064,-0.5064,0.3729,0.4865,0.0204,0.0,0.0,0.0,0.0,0.1622,0.2365,0.3564,-0.8892,0.0,0.1786,0.0241,0.6138,0.9146
1.508,good morning,0.6073,-0.5058,0.3737,0.4855,0.0415,0.0,0.0,0.0,0.0,0.1545,0.2471,0.352,-0.8895,0.0,0.1566,0.0228,0.5659,0.809
1.527,good morning,0.6077,-0.5056,0.3743,0.4847,0.0,0.0,0.0,0.0429,0.0,0.1469,0.2581,0.3478,-0.8893,0.0,0.1316,0.0,0.5332,0.4393
1.548,good morning,0.6078,-0.5057,0.3745,0.4844,0.0391,0.0,0.0,0.078,0.0,0.1412,0.265,0.3441,-0.8896,0.0,0.0783,0.011,0.571,0.7033
1.568,good morning,0.6081,-0.5057,0.3741,0.4843,0.0016,0.0,0.0,0.0,0.0,0.137,0.2672,0.342,-0.8904,0.0,0.2632,0.0,0.5962,1.0
1.588,good morning,0.6083,-0.5058,0.3732,0.4846,0.0673,0.0,0.0,0.0,0.0,0.1339,0.267,0.3418,-0.8911,0.0,0.1472,0.0,0.5533,0.36
1.607,good morning,0.6083,-0.5062,0.3721,0.485,0.1001,0.0,0.0,0.0,0.0,0.1317,0.2665,0.3427,-0.8912,0.0,0.2099,0.0,0.649,0.7298
1.628,good morning,0.6077,-0.5072,0.3707,0.4858,0.0532,0.0,0.0,0.0121,0.5374,0.131,0.265,0.3439,-0.8913,0.0,0.2068,0.0,0.5131,1.0
1.648,good morning,0.6063,-0.5089,0.3692,0.4869,0.0204,0.0,0.0,0.0,0.0,0.1317,0.2625,0.3449,-0.8915,0.0,0.1598,0.0,0.43,0.7033
1.668,good morning,0.6043,-0.5111,0.3674,0.4885,0.0673,0.0,0.0,0.0,0.0,0.1328,0.2598,0.3456,-0.8918,0.0,0.2789,0.0,0.6264,0.3864
1.688,good morning,0.6019,-0.5136,0.3656,0.4902,0.0251,0.0,0.0,0.0,0.0,0.1339,0.2576,0.3459,-0.8922,0.0,0.1786,0.032,0.5282,0.3336
1.708,good morning,0.5994,-0.5162,0.3638,0.4919,0.0,0.0,0.0,0.0,0.0,0.1347,0.2565,0.3453,-0.8926,0.0,0.1441,0.0,0.4904,1.0
1.728,good morning,0.5971,-0.5187,0.3621,0.4933,0.0415,0.0,0.0,0.0,0.0,0.1356,0.256,0.3437,-0.8932,0.0,0.2789,0.0241,0.5458,0.0
1.748,good morning,0.5952,-0.5207,0.3607,0.4945,0.1188,0.0,0.0,0.0385,0.0,0.1362,0.2554,0.3419,-0.8941,0.0,0.2131,0.0202,0.6087,0.4393
1.768,good morning,0.5941,-0.522,0.3596,0.4953,0.093,0.0,0.0,0.0,0.0,0.1361,0.2544,0.34,-0.8951,0.0,0.2413,0.0124,0.4728,0.8618
1.788,good morning,0.5936,-0.5225,0.359,0.4957,0.0321,0.0,0.0,0.0,0.0,0.1355,0.2531,0.3381,-0.8963,0.0,0.0971,0.0241,0.5735,1.0
1.808,good morning,0.5941,-0.5222,0.3588,0.4956,0.0907,0.0,0.0,0.0,0.0,0.1348,0.2509,0.3363,-0.8976,0.0,0.1441,0.0425,0.4954,0.5977
1.828,good morning,0.5951,-0.5213,0.3591,0.4951,0.0696,0.0,0.0,0.0,0.0,0.1335,0.248,0.3348,-0.8992,0.0,0.0783,0.0294,0.5307,0.4393
1.848,good morning,0.5964,-0.5201,0.3598,0.4943,0.0,0.0,0.0,0.0648,0.3287,0.1309,0.2448,0.3336,-0.9009,0.0,0.1347,0.0202,0.4954,0.0167
1.868,good morning,0.5976,-0.519,0.3608,0.4933,0.0,0.0,0.0,0.0,0.0,0.1271,0.2415,0.3325,-0.9028,0.0,0.2444,0.0124,0.4929,0.5185
1.888,good morning,0.5986,-0.5179,0.362,0.4923,0.0,0.0,0.0,0.0341,0.0,0.1223,0.2383,0.3315,-0.9046,0.0,0.1002,0.0268,0.5282,0.7562
1.909,good morning,0.5995,-0.517,0.3632,0.4914,0.093,0.0,0.0,0.0165,0.0,0.1174,0.2346,0.3303,-0.9067,0.0,0.1974,0.0045,0.5433,0.0695
1.928,good morning,0.6001,-0.5162,0.3643,0.4907,0.0274,0.0,0.0,0.0473,0.0,0.1138,0.2295,0.3275,-0.9095,0.0,0.2789,0.0,0.4879,0.0
1.948,good morning,0.6005,-0.5156,0.3652,0.4902,0.2266,0.0,0.0,0.0,0.0,0.1115,0.2234,0.3212,-0.9135,0.0,0.1692,0.0032,0.435,0.3072
1.968,good morning,0.6006,-0.5153,0.3658,0.4899,0.0,0.0,0.0,0.0341,0.0,0.1104,0.2167,0.3117,-0.9185,0.0,0.1786,0.0202,0.4425,0.0
1.988,good morning,0.6005,-0.5151,0.3663,0.4899,0.0251,0.0,0.0,0.0,0.0,0.108,0.2095,0.3008,-0.9241,0.0,0.2225,0.0228,0.294,0.0
0.001,good morning,0.5804,-0.5343,0.3613,0.4972,0.0907,0.0,0.0,0.0,0.0,0.1663,0.3065,0.5925,0.7262,0.0,0.0783,0.0438,0.1731,0.4657
0.021,good morning,0.5804,-0.5342,0.3613,0.4973,0.0,0.0,0.0,0.0,0.0,0.1659,0.306,0.5927,0.7263,0.0,0.0783,0.0425,0.1529,0.0167
0.041,good morning,0.5804,-0.534,0.3614,0.4973,0.0532,0.0,0.0,0.0209,0.0,0.1655,0.3057,0.593,0.7263,0.0,0.1316,0.0831,0.2159,0.8618
0.061,good morning,0.5805,-0.5339,0.3615,0.4973,0.0626,0.0,0.0,0.0209,0.0,0.1652,0.3055,0.5932,0.7263,0.0,0.0814,0.0228,0.1605,1.0
0.081,good morning,0.5805,-0.5339,0.3615,0.4974,0.0063,0.0,0.0,0.0,0.0,0.165,0.3054,0.5934,0.7263,0.0,0.0187,0.0124,0.1378,1.0
0.102,good morning,0.5804,-0.5339,0.3613,0.4974,0.079,0.0,0.0,0.0,0.0,0.1649,0.3052,0.5935,0.7263,0.0,0.025,0.0176,0.0925,0.9674
0.121,good morning,0.5803,-0.5341,0.3613,0.4976,0.0345,0.0,0.0,0.0,0.0,0.1647,0.3051,0.5936,0.7263,0.0,0.0783,0.0804,0.1681,0.4393
0.141,good morning,0.5801,-0.5342,0.3612,0.4976,0.0673,0.0,0.0,0.0,0.0,0.1646,0.3049,0.5937,0.7263,0.0,0.072,0.0268,0.1454,1.0
0.161,good morning,0.58,-0.5343,0.3611,0.4977,0.0157,0.0,0.0,0.0,0.0,0.1646,0.3049,0.5937,0.7263,0.0,0.1723,0.0529,0.1655,0.9146
0.182,good morning,0.58,-0.5342,0.361,0.4979,0.0087,0.0,0.0,0.0429,0.0,0.1646,0.3051,0.5937,0.7262,0.0,0.0093,0.0241,0.1706,0.9938
0.201,good morning,0.5802,-0.5341,0.361,0.4978,0.0462,0.0,0.0,0.0824,0.0,0.1647,0.3052,0.5936,0.7263,0.0,0.1002,0.0254,0.2914,0.7562
0.221,good morning,0.5804,-0.5339,0.3611,0.4978,0.086,0.0,0.0,0.0,0.0,0.1649,0.3054,0.5934,0.7262,0.0,0.0375,0.0687,0.1127,0.0
0.241,good morning,0.5804,-0.5338,0.3611,0.4978,0.0977,0.0,0.0,0.0,0.0,0.165,0.3057,0.5934,0.7261,0.0,0.025,0.0137,0.1127,0.2544
0.261,good morning,0.5805,-0.5337,0.3611,0.4978,0.0321,0.0,0.0,0.0,0.0,0.1649,0.3058,0.5933,0.7261,0.0,0.0939,0.0804,0.1152,0.8618
0.282,good morning,0.5805,-0.5336,0.3612,0.4978,0.0016,0.0,0.0,0.0,0.0,0.1644,0.3056,0.593,0.7266,0.0,0.0469,0.0595,0.1278,0.8354
0.302,good morning,0.5805,-0.5336,0.3613,0.4978,0.0,0.0,0.0,0.0,0.0,0.1633,0.3053,0.5909,0.7286,0.0,0.1598,0.0425,0.1681,0.1752
0.321,good morning,0.5806,-0.5333,0.3615,0.4977,0.0,0.0,0.0,0.0868,0.0,0.1634,0.3055,0.5853,0.733,0.0,0.0845,0.0163,0.2109,0.7033
0.342,good morning,0.5808,-0.5328,0.3619,0.4977,0.079,0.0,0.0,0.0,0.0,0.1657,0.307,0.5759,0.7394,0.0,0.0783,0.0451,0.1655,0.809
0.361,good morning,0.5813,-0.532,0.3624,0.4976,0.0579,0.0,0.0,0.0,0.0,0.17,0.3105,0.564,0.746,0.0,0.1441,0.0778,0.0698,0.5449
0.382,good morning,0.582,-0.5311,0.363,0.4974,0.0766,0.0,0.0,0.0473,0.133,0.1739,0.3156,0.5498,0.7535,0.0,0.1817,0.0071,0.1454,0.228
0.401,good morning,0.5828,-0.5302,0.3636,0.4971,0.0509,0.0,0.0,0.0,0.0,0.1749,0.3218,0.532,0.7634,0.0,0.1598,0.1158,0.1958,1.0
0.422,good morning,0.5836,-0.5291,0.3643,0.4968,0.093,0.0,0.0,0.0,0.0,0.1751,0.3317,0.5083,0.7752,0.0,0.1786,0.159,0.2134,1.0
0.442,good morning,0.5844,-0.5279,0.3651,0.4965,0.0345,0.0,0.0,0.0648,0.0,0.1785,0.3486,0.4791,0.7856,0.0,0.1504,0.1184,0.1303,0.5713
0.461,good morning,0.5854,-0.5265,0.3661,0.4961,0.0626,0.0,0.0,0.0,0.0,0.1857,0.3726,0.4437,0.7936,0.0,0.2381,0.121,0.0875,0.5713
0.482,good morning,0.5864,-0.5251,0.367,0.4957,0.0298,0.0,0.0,0.0,0.0,0.1931,0.4028,0.4022,0.7993,0.0,0.2099,0.2402,0.1983,0.1224
0.502,good morning,0.587,-0.5241,0.3679,0.4952,0.0,0.0,0.0,0.0,0.0,0.1979,0.439,0.3553,0.8011,0.0,0.3228,0.3318,0.1504,0.4657
0.522,good morning,0.5874,-0.5234,0.3689,0.4949,0.0321,0.0,0.0,0.0,0.0,0.2005,0.4772,0.3074,0.7985,0.0,0.3134,0.32,0.2134,0.4393
0.542,good morning,0.5875,-0.5229,0.3698,0.4946,0.0579,0.0,0.0,0.0,0.0,0.1994,0.5178,0.2555,0.7917,0.0,0.4294,0.4523,0.2562,0.6769
0.562,good morning,0.5877,-0.5223,0.3707,0.4943,0.0016,0.0,0.0,0.0,0.0,0.1911,0.5547,0.2041,0.7836,0.0,0.4889,0.4876,0.5433,0.4657
0.582,good morning,0.5883,-0.5215,0.3715,0.4938,0.0,0.0,0.0,0.0,0.0,0.1768,0.5892,0.1544,0.7731,0.0,0.4262,0.54,0.6289,1.0
0.602,good morning,0.5894,-0.5203,0.3724,0.4932,0.0321,0.0,0.0,0.2097,0.0,0.1606,0.6258,0.1056,0.756,0.0,0.3855,0.6172,0.7019,0.1488
0.622,good morning,0.5908,-0.5188,0.3734,0.4923,0.0579,0.0,0.0,0.0,0.0,0.1429,0.6676,0.0569,0.7285,0.0,0.677,0.5911,0.7724,1.0
0.642,good morning,0.5923,-0.5173,0.3746,0.4912,0.0884,0.0,0.0,0.056,0.0,0.1219,0.713,0.0099,0.6905,0.0,0.5798,0.6513,0.7498,0.5185
0.662,good morning,0.5937,-0.516,0.3756,0.4901,0.0579,0.0,0.0,0.0253,0.0,0.0972,0.7581,-0.0339,0.644,0.0,0.5986,0.6552,0.7498,0.5713
0.682,good morning,0.5949,-0.515,0.3766,0.4888,0.1048,0.0,0.0,0.0868,0.0,0.0718,0.7983,-0.0718,0.5936,0.0,0.6363,0.6618,0.7347,1.0
0.703,good morning,0.5958,-0.5143,0.3774,0.4878,0.0602,0.0,0.0,0.0297,0.0,0.0471,0.8297,-0.1014,0.5469,0.0,0.6488,0.6735,0.7548,1.0
0.722,good morning,0.5966,-0.5137,0.3783,0.4869,0.0204,0.0,0.0,0.0,0.0,0.0246,0.8497,-0.1231,0.5122,0.0,0.7648,0.6657,0.7951,0.0
0.742,good morning,0.5974,-0.5131,0.3792,0.486,0.0696,0.0,0.0,0.0121,0.0,0.0051,0.8615,-0.1384,0.4885,0.0,0.608,0.612,0.7246,0.096
0.764,good morning,0.5982,-0.5124,0.3799,0.4851,0.0673,0.0,0.0,0.0,0.0,0.013,-0.8696,0.1496,-0.4703,0.0,0.7648,0.6251,0.5357,0.4393
0.783,good morning,0.5992,-0.5115,0.3807,0.4842,0.011,0.0,0.0,0.0,0.0,0.0295,-0.8748,0.1581,-0.457,0.0,0.6457,0.5688,0.6138,0.0
0.803,good morning,0.6003,-0.5105,0.3813,0.4834,0.0063,0.0,0.0,0.0209,0.0,0.0435,-0.8781,0.1639,-0.4476,0.0,0.7491,0.5269,0.6062,0.3072
0.822,good morning,0.6014,-0.5093,0.3818,0.4827,0.0368,0.0,0.0,0.0341,0.0,0.0556,-0.8806,0.1674,-0.4399,0.0,0.7146,0.4889,0.6264,0.0
0.842,good morning,0.6027,-0.5082,0.3821,0.4821,0.1024,0.0,0.0,0.056,0.0,0.0693,-0.8825,0.1713,-0.4325,0.0,0.5234,0.4078,0.5533,0.809
0.863,good morning,0.6038,-0.5076,0.382,0.4815,0.0579,0.0,0.0,0.0,0.0,0.0848,-0.8823,0.1793,-0.4268,0.0,0.6394,0.2101,0.3468,0.0
0.884,good morning,0.6046,-0.5076,0.3815,0.481,0.0,0.0,0.0,0.0,0.0,0.1022,-0.881,0.1889,-0.4214,0.0,0.4262,0.1079,0.571,0.0
0.903,good morning,0.6051,-0.5081,0.3804,0.4806,0.0,0.0,0.0,0.0,0.0,0.1243,-0.8807,0.1926,-0.4146,0.0,0.4325,0.1092,0.3015,0.4657
0.923,good morning,0.6054,-0.5092,0.3787,0.4805,0.0954,0.0,0.0,0.0,0.0,0.152,-0.8801,0.1923,-0.4067,0.0,0.5015,0.1433,0.2486,0.0
0.942,good morning,0.6054,-0.5104,0.3769,0.4805,0.0485,0.0,0.0,0.0,0.0,0.1765,-0.8786,0.1928,-0.3997,0.0,0.2475,0.0988,0.1681,0.0
0.963,good morning,0.6054,-0.5114,0.3752,0.4808,0.0204,0.0,0.0,0.0,0.0,0.1909,-0.8759,0.1952,-0.3979,0.0,0.3008,0.1695,0.2159,0.1488
0.984,good morning,0.6053,-0.5121,0.374,0.4811,0.079,0.0,0.0,0.0,0.0,0.1998,-0.8719,0.1965,-0.4016,0.0,0.3698,0.1092,0.2033,0.4393
1.003,good morning,0.6049,-0.5126,0.3734,0.4816,0.0,0.0,0.0,0.056,0.0,0.2097,-0.8672,0.1965,-0.4067,0.0,0.4294,0.1119,0.3217,0.0
1.023,good morning,0.6039,-0.5132,0.3726,0.4827,0.0485,0.0,0.0,0.0,0.0,0.2198,-0.863,0.1964,-0.4102,0.0,0.3385,0.066,0.1958,0.0
1.043,good morning,0.6025,-0.5145,0.3713,0.4843,0.0204,0.0,0.0,0.0,0.0,0.228,-0.8611,0.1961,-0.41,0.0,0.2789,0.1053,0.294,0.0
1.063,good morning,0.6008,-0.5161,0.3696,0.4859,0.0321,0.0,0.0,0.0,0.0,0.2332,-0.8607,0.1954,-0.4081,0.0,0.2319,0.0097,0.1681,0.0
1.083,good morning,0.599,-0.518,0.3679,0.4874,0.0391,0.0,0.0,0.0,0.0,0.236,-0.8604,0.1944,-0.4078,0.0,0.2789,0.1472,0.2486,0.0
1.103,good morning,0.5974,-0.5197,0.3665,0.4886,0.0,0.0,0.0,0.0473,0.0,0.2372,-0.8592,0.1935,-0.41,0.0,0.1974,0.0595,0.294,0.0
1.123,good morning,0.5962,-0.5209,0.3656,0.4894,0.0509,0.0,0.0,0.0385,0.0,0.2378,-0.8573,0.1934,-0.4136,0.0,0.1692,0.1132,0.3292,0.0
1.143,good morning,0.5953,-0.5218,0.365,0.49,0.0,0.0,0.0,0.0,0.0,0.2377,-0.8553,0.1935,-0.4177,0.0,0.5234,0.0909,0.2033,0.0
1.163,good morning,0.5949,-0.5222,0.3646,0.4903,0.0298,0.0,0.0,0.2141,0.0,0.2362,-0.8536,0.1936,-0.4221,0.0,0.3823,0.1001,0.2159,0.0
1.183,good morning,0.5949,-0.5222,0.3646,0.4904,0.0555,0.0,0.0,0.0,0.0,0.2325,-0.8505,0.1941,-0.4302,0.0,0.2789,0.1001,0.2008,0.0
1.203,good morning,0.5953,-0.5218,0.365,0.4901,0.0673,0.0,0.0,0.0,0.0,0.2272,-0.8425,0.1965,-0.4473,0.0,0.2789,0.1433,0.2512,0.0
1.225,good morning,0.5958,-0.5212,0.3654,0.4897,0.1235,0.0,0.0,0.0341,0.0,0.2205,-0.8261,0.202,-0.4775,0.0,0.4231,0.1079,0.2461,0.1488
1.243,good morning,0.5966,-0.5204,0.3659,0.4892,0.0485,0.0,0.0,0.0,0.0,0.2126,-0.8005,0.2101,-0.5195,0.0,0.2475,0.0778,0.2864,0.36
1.263,good morning,0.5974,-0.5197,0.3664,0.4887,0.0321,0.0,0.0,0.0,0.0,0.2036,-0.7646,0.2212,-0.5701,0.0,0.235,0.0857,0.3141,0.0
1.285,good morning,0.5981,-0.5189,0.3669,0.4883,0.1094,0.0,0.0,0.0517,0.0,0.1948,-0.7169,0.2348,-0.6268,0.0,0.1316,0.0961,0.5282,0.4129
1.303,good morning,0.5986,-0.5183,0.3674,0.4879,0.018,0.0,0.0,0.056,0.0,0.1862,-0.6547,0.251,-0.6882,0.0,0.2914,0.0451,0.4929,0.0
1.324,good morning,0.5989,-0.5181,0.3679,0.4875,0.1165,0.0,0.0,0.0,0.0,0.1782,-0.5803,0.269,-0.7478,0.0,0.2068,0.0883,0.6767,0.0431
1.345,good morning,0.5989,-0.5182,0.368,0.4872,0.0602,0.0,0.0,0.0,0.0,0.1707,-0.4956,0.2875,-0.8016,0.0,0.3259,0.0961,0.6188,0.4393
1.364,good morning,0.5988,-0.5185,0.368,0.487,0.0,0.0,0.0,0.0,0.0,0.1636,-0.3996,0.306,-0.8485,0.0,0.2758,0.0268,0.6868,1.0
1.385,good morning,0.5984,-0.519,0.3679,0.4869,0.0,0.0,0.0,0.0473,0.0,0.158,-0.306,0.3221,-0.8818,0.0,0.2162,0.0228,0.6641,1.0
1.404,good morning,0.598,-0.5197,0.3679,0.4869,0.0,0.0,0.0,0.0,0.0,0.1535,-0.2141,0.3362,-0.9042,0.0,0.1786,0.0359,0.5861,1.0
1.423,good morning,0.5973,-0.5205,0.3679,0.4867,0.0,0.0,0.0,0.0,0.0,0.1501,-0.1334,0.3467,-0.9162,0.0,0.3541,0.0595,0.571,1.0
1.445,good morning,0.5967,-0.5214,0.3682,0.4864,0.0673,0.0,0.0,0.0,0.0,0.1479,-0.0614,0.3547,-0.9211,0.0,0.1848,0.0569,0.5685,0.9938
1.464,good morning,0.5964,-0.522,0.3686,0.4859,0.0438,0.0,0.0,0.0,0.0,0.1461,-0.0001,0.361,-0.921,0.0,0.2569,0.0006,0.6188,1.0
1.484,good morning,0.5965,-0.5221,0.3691,0.4852,0.0321,0.0,0.0,0.0429,0.0,0.1459,0.048,0.3649,-0.9183,0.0,0.2256,0.0307,0.6893,0.7298
1.504,good morning,0.5972,-0.5216,0.3697,0.4843,0.0087,0.0,0.0,0.0,0.0,0.1478,0.0848,0.3665,-0.9147,0.0,0.3635,0.0071,0.4904,1.0
1.525,good morning,0.5985,-0.5206,0.3705,0.4833,0.0,0.0,0.0,0.0604,0.0,0.1484,0.1125,0.3668,-0.9115,0.0,0.2444,0.0359,0.503,0.1488
1.544,good morning,0.6001,-0.5193,0.3713,0.4821,0.0,0.0,0.0,0.0429,0.0,0.1464,0.1378,0.3673,-0.9081,0.0,0.188,0.0831,0.6793,1.0
1.564,good morning,0.6016,-0.5182,0.3721,0.4808,0.0602,0.0,0.0,0.0,0.0,0.1422,0.1611,0.368,-0.9047,0.0,0.2632,0.0569,0.5382,0.8882
1.584,good morning,0.6028,-0.5173,0.373,0.4795,0.0602,0.0,0.0,0.0,0.0,0.1379,0.1806,0.3668,-0.9022,0.0,0.1472,0.015,0.4828,0.5713
1.604,good morning,0.6038,-0.5165,0.3741,0.4781,0.0532,0.0,0.0,0.056,0.0,0.133,0.1942,0.3629,-0.9016,0.0,0.1943,0.066,0.4904,1.0
1.626,good morning,0.6046,-0.5159,0.3754,0.4768,0.093,0.0,0.0,0.0,0.0,0.1268,0.2035,0.3582,-0.9023,0.0,0.0877,0.0621,0.5156,0.7826
1.644,good morning,0.6055,-0.5152,0.3767,0.4755,0.0555,0.0,0.0,0.0,0.0,0.1199,0.2119,0.3531,-0.9033,0.0,0.329,0.0412,0.4425,0.9674
1.664,good morning,0.6068,-0.514,0.3779,0.4742,0.0766,0.0,0.0,0.0692,0.0,0.1135,0.2198,0.3486,-0.904,0.0,0.0845,0.0032,0.5382,0.2544
1.684,good morning,0.6088,-0.512,0.3789,0.473,0.243,0.0,0.0,0.0,0.0,0.1088,0.225,0.3461,-0.9043,0.0,0.1754,0.0385,0.5559,1.0
1.704,good morning,0.6111,-0.5096,0.3798,0.4719,0.0345,0.0,0.0,0.0,0.0,0.1062,0.2253,0.3467,-0.9043,0.0,0.1629,0.0058,0.5256,0.7298
1.724,good morning,0.6134,-0.5072,0.3802,0.4711,0.0134,0.0,0.0,0.0,0.0,0.105,0.2235,0.3491,-0.904,0.0,0.1786,0.0516,0.4803,1.0
1.744,good morning,0.6151,-0.5056,0.38,0.4709,0.0204,0.0,0.0,0.056,0.0,0.1039,0.2236,0.3518,-0.903,0.0,0.2256,0.0228,0.4073,0.5449
1.764,good morning,0.6155,-0.5051,0.3794,0.4713,0.086,0.0,0.0,0.0,0.0,0.103,0.2253,0.3545,-0.9017,0.0,0.2068,0.0176,0.5256,1.0
1.784,good morning,0.6147,-0.506,0.3785,0.472,0.0,0.0,0.0,0.0297,0.0,0.103,0.2249,0.3569,-0.9008,0.0,0.2131,0.0687,0.4098,0.0
