timestamp,label,L_qw,L_qx,L_qy,L_qz,L_f1,L_f2,L_f3,L_f4,L_f5,R_qw,R_qx,R_qy,R_qz,R_f1,R_f2,R_f3,R_f4,R_f5
0.0,i,0.72,-0.2665,0.6314,0.1089,0.0766,0.0,0.0,0.4775,0.8504,0.4426,0.5289,0.4633,0.5565,0.0,0.1316,0.0202,0.1303,1.0
0.02,i,0.7198,-0.2688,0.6305,0.1098,0.0,0.0,0.0,0.5477,1.0,0.4437,0.5291,0.4633,0.5555,0.0,0.1598,0.0333,0.1353,1.0
0.04,i,0.7197,-0.2715,0.6293,0.1108,0.0555,0.0,0.0,0.4467,0.8113,0.4447,0.5289,0.4633,0.5549,0.0,0.1441,0.0254,0.1202,0.7562
0.06,i,0.7199,-0.274,0.6279,0.1116,0.0251,0.0,0.0,0.3414,1.0,0.4459,0.5282,0.4631,0.5547,0.0,0.2789,0.0228,0.2512,0.7826
0.08,i,0.7202,-0.2762,0.6264,0.1124,0.0063,0.0,0.0,0.438,0.7983,0.4471,0.5274,0.4628,0.5548,0.0,0.2099,0.0228,0.1706,1.0
0.1,i,0.7205,-0.2785,0.6249,0.1132,0.0227,0.0,0.0,0.6926,1.0,0.4484,0.5265,0.4623,0.555,0.0,0.1316,0.0307,0.1353,0.4393
0.12,i,0.7206,-0.2814,0.6232,0.1145,0.093,0.0,0.0,0.5653,1.0,0.4496,0.5256,0.4617,0.5553,0.0,0.1504,0.0241,0.0044,0.941
0.14,i,0.7203,-0.285,0.6216,0.1165,0.086,0.0,0.0,0.517,0.9548,0.4504,0.5248,0.4615,0.5556,0.0,0.0626,0.0412,0.0875,1.0
0.16,i,0.7197,-0.2893,0.6198,0.1192,0.0555,0.0,0.0,0.4731,0.9026,0.451,0.524,0.4615,0.5558,0.0,0.166,0.0241,0.1101,1.0
0.18,i,0.7187,-0.2941,0.618,0.1227,0.0,0.0,0.0,0.4731,0.6287,0.451,0.5231,0.4622,0.5562,0.0,0.1692,0.0268,0.095,0.7033
0.2,i,0.7176,-0.2993,0.616,0.1268,0.0673,0.0,0.0,0.4555,1.0,0.4503,0.5219,0.4634,0.5569,0.0,0.2005,0.0,0.1101,1.0
0.22,i,0.7164,-0.3046,0.6138,0.1313,0.0602,0.0,0.0,0.3897,0.8113,0.4488,0.5205,0.4652,0.5579,0.0,0.1848,0.0,0.0648,0.2808
0.24,i,0.7153,-0.3096,0.6116,0.1359,0.0298,0.0,0.0,0.4994,0.9809,0.4467,0.5186,0.4675,0.5594,0.0,0.1065,0.0,0.1907,0.809
0.26,i,0.7143,-0.3146,0.6091,0.1406,0.0555,0.0,0.0,0.6706,1.0,0.4443,0.5158,0.4702,0.5616,0.0,0.0501,0.0241,0.1655,1.0
0.28,i,0.7135,-0.3192,0.6066,0.1452,0.0462,0.0,0.0,0.4994,0.8504,0.4418,0.5122,0.4733,0.5643,0.0,0.1065,0.0,0.0875,1.0
0.3,i,0.7129,-0.3232,0.6041,0.1494,0.0415,0.0,0.0,0.4116,1.0,0.439,0.5084,0.4766,0.5671,0.0,0.0751,0.0124,0.2058,1.0
0.32,i,0.7124,-0.3268,0.6018,0.1534,0.0157,0.0,0.0,0.5477,1.0,0.4357,0.5048,0.48,0.57,0.0,0.1378,0.0,0.1429,1.0
0.34,i,0.712,-0.3301,0.5995,0.1572,0.0251,0.0,0.0,0.517,1.0,0.4323,0.5016,0.4832,0.5728,0.0,0.0939,0.0477,0.1429,0.941
0.36,i,0.7115,-0.3334,0.5972,0.1611,0.0,0.0,0.0,0.4994,0.7722,0.429,0.4987,0.4861,0.5753,0.0,0.2413,0.0909,0.095,0.4393
0.38,i,0.7111,-0.3364,0.595,0.1649,0.0,0.0,0.0,0.4775,0.9157,0.4258,0.4961,0.4887,0.5778,0.0,0.1347,0.0,0.1529,0.0167
0.4,i,0.7108,-0.3394,0.5927,0.1686,0.0227,0.0,0.0,0.3897,1.0,0.4221,0.493,0.4915,0.5806,0.0,0.2601,0.0189,0.0875,1.0
0.42,i,0.7104,-0.342,0.5905,0.1721,0.0555,0.0,0.0,0.4467,1.0,0.4177,0.489,0.4947,0.5846,0.0,0.3353,0.0438,0.1328,1.0
0.44,i,0.7103,-0.3444,0.5883,0.1755,0.0,0.0,0.0,0.3414,1.0,0.4117,0.4837,0.4979,0.5904,0.0,0.1441,0.032,0.1404,0.6241
0.46,i,0.7101,-0.3464,0.5864,0.1787,0.0673,0.0,0.0,0.5301,1.0,0.4037,0.4782,0.5005,0.5981,0.0,0.1065,0.0,0.1681,1.0
0.48,i,0.71,-0.3481,0.5844,0.1818,0.0,0.0,0.0,0.4511,0.8113,0.3956,0.4739,0.5005,0.6069,0.0,0.1316,0.087,0.1429,0.7562
0.5,i,0.71,-0.3497,0.5826,0.1847,0.0391,0.0,0.0,0.4862,0.707,0.3887,0.4711,0.4961,0.6172,0.0,0.0971,0.0438,0.1429,1.0
0.52,i,0.7101,-0.3511,0.5809,0.1874,0.0485,0.0,0.0,0.5345,1.0,0.383,0.4699,0.4866,0.629,0.0,0.1786,0.0503,0.0875,1.0
0.54,i,0.7101,-0.3526,0.5791,0.1899,0.0,0.0,0.0,0.337,0.7983,0.3779,0.4705,0.4711,0.6433,0.0,0.2789,0.0752,0.0,1.0
0.56,i,0.71,-0.3543,0.5773,0.1925,0.0626,0.0,0.0,0.5477,0.9026,0.3746,0.4706,0.4503,0.6599,0.0,0.2005,0.1014,0.0195,0.6241
0.58,i,0.71,-0.356,0.5754,0.1951,0.0719,0.0,0.0,0.4687,1.0,0.3744,0.4654,0.4243,0.6806,0.0,0.2538,0.1813,0.09,0.4657
0.6,i,0.71,-0.3575,0.5735,0.1978,0.0345,0.0,0.0,0.5038,1.0,0.3762,0.4512,0.3974,0.705,0.0,0.3385,0.1747,0.0598,1.0
0.62,i,0.7101,-0.3588,0.5717,0.2006,0.0438,0.0,0.0,0.4731,1.0,0.3766,0.4271,0.3698,0.7342,0.0,0.398,0.2192,0.0749,1.0
0.64,i,0.7101,-0.36,0.5698,0.2035,0.011,0.0,0.0,0.5609,0.8504,0.374,0.3971,0.3405,0.7659,0.0,0.3416,0.2808,0.0925,0.4393
0.66,i,0.7101,-0.3611,0.5682,0.2062,0.0,0.0,0.0,0.4731,0.9026,0.3698,0.3686,0.3074,0.7955,0.0,0.4513,0.3593,0.1051,0.6241
0.68,i,0.7101,-0.362,0.5668,0.2085,0.0579,0.0,0.0,0.4028,0.7983,0.3655,0.3462,0.2673,0.8216,0.0,0.4795,0.413,0.0069,0.0
0.7,i,0.7101,-0.3628,0.5656,0.2105,0.0391,0.0,0.0,0.3941,0.9678,0.3596,0.3308,0.2216,0.8439,0.0,0.6457,0.5177,0.0749,1.0
0.72,i,0.7102,-0.3632,0.5646,0.212,0.0555,0.0,0.0,0.5258,1.0,0.3511,0.3171,0.1727,0.8639,0.0,0.6645,0.574,0.0069,0.4393
0.74,i,0.7104,-0.3632,0.564,0.2129,0.0673,0.0,0.0,0.5609,0.6678,0.3408,0.2977,0.1249,0.8829,0.0,0.7303,0.7115,0.0749,1.0
0.76,i,0.7109,-0.3625,0.5637,0.2131,0.0204,0.0,0.0,0.3633,1.0,0.3304,0.2684,0.0796,0.9014,0.0,0.9153,0.8424,0.0094,1.0
0.78,i,0.7119,-0.3613,0.5635,0.2127,0.0485,0.0,0.0,0.4906,0.9417,0.3217,0.2337,0.0375,0.9168,0.0,0.9748,0.904,0.0,1.0
0.8,i,0.7131,-0.3596,0.5633,0.2119,0.0157,0.0,0.0,0.4819,0.8243,0.3141,0.1984,-0.0045,0.9284,0.0,1.0,0.9878,0.0,0.3864
0.82,i,0.715,-0.3574,0.5628,0.2106,0.0579,0.0,0.0,0.6179,0.7722,0.3061,0.1633,-0.0485,0.9366,0.0,1.0,1.0,0.0,0.9938
0.84,i,0.7169,-0.3553,0.562,0.2094,0.0,0.0,0.0,0.5214,0.9287,0.2972,0.1301,-0.093,0.9413,0.0,1.0,1.0,0.0,0.8354
0.86,i,0.7189,-0.3535,0.5611,0.2083,0.011,0.0,0.0,0.4687,0.8374,0.2891,0.1003,-0.1356,0.9423,0.0,1.0,1.0,0.0,0.5977
0.88,i,0.7206,-0.3521,0.5601,0.2075,0.0907,0.0,0.0,0.4819,0.9026,0.2825,0.0742,-0.175,0.9402,0.0,1.0,1.0,0.0,1.0
0.9,i,0.7221,-0.3511,0.5589,0.2072,0.0063,0.0,0.0,0.5082,0.9678,0.2772,0.0499,-0.2115,0.936,0.0,1.0,1.0,0.0,0.7033
0.92,i,0.7233,-0.3506,0.5576,0.2072,0.0204,0.0,0.0,0.4511,1.0,0.2733,0.0262,-0.2455,0.9297,0.0,1.0,1.0,0.0,0.7033
0.94,i,0.7242,-0.3511,0.556,0.2078,0.0087,0.0,0.0,0.3941,1.0,0.2715,0.0031,-0.2766,0.9218,0.0,1.0,1.0,0.0,1.0
0.96,i,0.7246,-0.3522,0.5543,0.2089,0.0813,0.0,0.0,0.4336,0.8504,0.2722,-0.021,-0.3065,0.9119,0.0,1.0,1.0,0.0,0.5713
0.98,i,0.7248,-0.3538,0.5526,0.2103,0.1001,0.0,0.0,0.5345,1.0,0.2742,-0.0426,-0.3317,0.9017,0.0,1.0,1.0,0.0,1.0
0.005,i,0.7205,-0.3726,0.558,0.1752,0.0,0.0,0.0,0.2931,0.0,0.3641,0.4659,0.5152,0.6205,0.0,0.0,0.0,0.0,0.2016
0.025,i,0.722,-0.3713,0.5583,0.1705,0.0,0.0,0.0,0.2009,0.0,0.3629,0.4639,0.5153,0.6226,0.0,0.0406,0.0,0.0195,0.0167
0.045,i,0.7233,-0.3709,0.558,0.1666,0.0,0.0,0.0,0.3282,0.0,0.361,0.4601,0.5164,0.6256,0.0,0.0469,0.0097,0.0,0.0
0.065,i,0.7242,-0.3717,0.5573,0.1636,0.0,0.0,0.0,0.3677,0.0,0.3589,0.4551,0.5179,0.6291,0.0,0.0,0.0,0.0,0.2016
0.085,i,0.7245,-0.3735,0.5563,0.1617,0.0,0.0,0.0,0.2053,0.0,0.3575,0.4505,0.5192,0.6321,0.0,0.0344,0.0,0.0,0.1488
0.105,i,0.7242,-0.3757,0.5554,0.1609,0.0,0.0,0.0,0.2887,0.0,0.3579,0.4481,0.5196,0.6334,0.0,0.0,0.0058,0.0,0.0
0.126,i,0.7235,-0.3779,0.5547,0.1611,0.0509,0.0,0.0,0.3107,0.0,0.36,0.4485,0.5188,0.6325,0.0,0.0,0.0,0.0,0.0
0.146,i,0.7225,-0.3803,0.5541,0.1622,0.0,0.0,0.0,0.2053,0.0,0.3631,0.4508,0.5176,0.6302,0.0,0.0,0.0,0.0,0.4393
0.165,i,0.7213,-0.3826,0.5534,0.1644,0.0,0.0,0.0,0.2711,0.0417,0.3661,0.4536,0.5166,0.6272,0.0,0.0,0.0,0.0,0.6241
0.185,i,0.7199,-0.3848,0.5527,0.1675,0.0,0.0,0.0,0.2624,0.0,0.3685,0.4559,0.5162,0.6245,0.0,0.0,0.0,0.0,0.0167
0.206,i,0.7185,-0.3867,0.5522,0.1711,0.0,0.0,0.0,0.2053,0.0,0.3698,0.4573,0.5164,0.6226,0.0,0.0,0.0,0.0,0.7298
0.226,i,0.7171,-0.3879,0.552,0.1749,0.0,0.0,0.0,0.3282,0.2113,0.37,0.4574,0.5172,0.6216,0.0,0.0877,0.0,0.0,0.6241
0.245,i,0.7158,-0.3881,0.5524,0.1788,0.0,0.0,0.0,0.2272,0.0,0.3696,0.4565,0.5184,0.6215,0.0,0.0,0.0,0.0069,0.0431
0.266,i,0.7146,-0.387,0.5533,0.1826,0.0,0.0,0.0,0.3633,0.0,0.3689,0.4551,0.5196,0.6219,0.0,0.0,0.0032,0.0,0.096
0.286,i,0.7136,-0.3852,0.5548,0.186,0.0,0.0,0.0,0.2711,0.0287,0.3682,0.4535,0.5205,0.6227,0.0,0.1504,0.0189,0.0,0.0695
0.306,i,0.7128,-0.3831,0.5563,0.1893,0.0,0.0,0.0,0.2755,0.0,0.3676,0.4519,0.5212,0.6238,0.0,0.0689,0.0,0.0069,0.0431
0.325,i,0.712,-0.3812,0.5575,0.1921,0.0,0.0,0.0,0.337,0.0,0.3668,0.4499,0.522,0.6249,0.0,0.0,0.0,0.0,0.0
0.346,i,0.7114,-0.3798,0.5585,0.1943,0.0,0.0,0.0,0.2975,0.0,0.3642,0.4462,0.5244,0.6271,0.0,0.0783,0.0097,0.0,0.1752
0.366,i,0.7109,-0.379,0.5591,0.196,0.0,0.0,0.0,0.2272,0.0,0.3582,0.4398,0.5281,0.632,0.0,0.0814,0.0241,0.0,0.2016
0.386,i,0.7106,-0.3786,0.5594,0.197,0.0,0.0,0.0,0.3589,0.0,0.3488,0.431,0.5309,0.6409,0.0,0.1378,0.0241,0.0,0.0
0.406,i,0.7109,-0.3776,0.5597,0.1967,0.0,0.0,0.0,0.2668,0.0417,0.3387,0.4232,0.5292,0.6527,0.0,0.0,0.0569,0.0,0.0
0.426,i,0.7122,-0.3752,0.5604,0.1951,0.0,0.0,0.0,0.2185,0.0,0.3329,0.42,0.5205,0.6647,0.0,0.0939,0.0752,0.0,0.0
0.446,i,0.7141,-0.3716,0.5612,0.1923,0.0,0.0,0.0,0.1965,0.0,0.3337,0.4213,0.5047,0.6755,0.0,0.0438,0.1066,0.0,0.2544
0.466,i,0.7164,-0.3678,0.562,0.189,0.0,0.0,0.0,0.315,0.0,0.3373,0.4227,0.4835,0.6883,0.0,0.0845,0.1917,0.0,0.096
0.487,i,0.7186,-0.3644,0.5624,0.1859,0.0,0.0,0.0,0.2009,0.0,0.3386,0.4197,0.4603,0.7052,0.0,0.1316,0.2729,0.0,0.0
0.506,i,0.7205,-0.3621,0.5622,0.1837,0.0,0.0,0.0,0.3107,0.0,0.3367,0.4111,0.4338,0.7277,0.0,0.2789,0.2336,0.0,0.0
0.526,i,0.7215,-0.3613,0.5616,0.1829,0.0,0.0,0.0,0.3502,0.0,0.3329,0.3984,0.4055,0.7523,0.0,0.188,0.3292,0.0,0.4129
0.546,i,0.7216,-0.3622,0.5607,0.1835,0.0,0.0,0.0,0.3984,0.3417,0.3285,0.3837,0.3736,0.778,0.0,0.3823,0.468,0.0,0.0
0.566,i,0.7208,-0.3645,0.5597,0.1852,0.0,0.0,0.0,0.337,0.0,0.3242,0.3694,0.3376,0.8028,0.0,0.4983,0.5413,0.0,0.1752
0.586,i,0.7194,-0.3674,0.5587,0.1879,0.0,0.0,0.0,0.2536,0.0,0.3199,0.3563,0.2969,0.8262,0.0,0.6237,0.6225,0.0,0.3336
0.606,i,0.7179,-0.3705,0.5576,0.1909,0.0,0.0,0.0,0.2843,0.0,0.3151,0.3449,0.2535,0.847,0.0,0.6269,0.7141,0.0,0.4393
0.626,i,0.7167,-0.3734,0.5563,0.1937,0.0,0.0,0.0,0.3458,0.0,0.3097,0.3339,0.2088,0.8655,0.0,0.8275,0.8267,0.0,0.0
0.646,i,0.7159,-0.3758,0.5547,0.1961,0.0,0.0,0.0,0.3458,0.0026,0.3033,0.3199,0.1636,0.8826,0.0,0.8714,0.9001,0.0,0.1488
0.666,i,0.7157,-0.3777,0.553,0.1981,0.0,0.0,0.0,0.3238,0.0026,0.2958,0.3017,0.1197,0.8984,0.0,0.8494,0.9629,0.0,0.4921
0.686,i,0.716,-0.3792,0.5511,0.1996,0.0,0.0,0.0,0.3019,0.0,0.2876,0.2804,0.0782,0.9125,0.0,0.9748,1.0,0.0,0.5977
0.706,i,0.7167,-0.38,0.5493,0.2005,0.0,0.0,0.0,0.1965,0.0,0.2791,0.2595,0.04,0.9236,0.0,1.0,1.0,0.0,0.2544
0.726,i,0.7174,-0.3806,0.5477,0.2011,0.0,0.0,0.0,0.3458,0.0,0.2704,0.2397,0.0028,0.9324,0.0,1.0,1.0,0.0,0.0167
0.747,i,0.7182,-0.381,0.5463,0.2015,0.0,0.0,0.0,0.1965,0.0,0.2623,0.2214,-0.0344,0.9386,0.0,1.0,1.0,0.0,0.5977
0.766,i,0.719,-0.3813,0.5449,0.2019,0.0,0.0,0.0,0.1965,0.0,0.2555,0.205,-0.0719,0.9421,0.0,1.0,1.0,0.0,0.1488
0.787,i,0.7195,-0.3816,0.5437,0.2025,0.0,0.0,0.0,0.1877,0.0,0.2501,0.1906,-0.1074,0.9432,0.0,1.0,1.0,0.0,0.3864
0.807,i,0.7198,-0.3821,0.5426,0.2035,0.0,0.0,0.0,0.3238,0.0417,0.246,0.1757,-0.1409,0.9427,0.0,1.0,1.0,0.0,0.0
0.827,i,0.7198,-0.3832,0.5413,0.205,0.0,0.0,0.0,0.337,0.0,0.2437,0.1588,-0.1716,0.9413,0.0,1.0,1.0,0.0,0.0
0.847,i,0.7198,-0.3843,0.5399,0.2067,0.0,0.0,0.0,0.2799,0.0,0.2428,0.1391,-0.1988,0.9392,0.0,0.9874,1.0,0.0,1.0
0.867,i,0.7198,-0.3856,0.5382,0.2087,0.0,0.0,0.0,0.337,0.0,0.2429,0.1184,-0.2228,0.9366,0.0,1.0,1.0,0.0,0.7298
0.887,i,0.7197,-0.387,0.5364,0.2108,0.0,0.0,0.0,0.2668,0.0,0.2443,0.098,-0.2448,0.9332,0.0,1.0,1.0,0.0,0.0
0.907,i,0.7195,-0.3887,0.5346,0.2131,0.0,0.0,0.0,0.416,0.0,0.2473,0.0789,-0.2643,0.9289,0.0,1.0,1.0,0.0,0.4393
0.927,i,0.7191,-0.3909,0.5327,0.2155,0.0,0.0,0.0,0.3107,0.0,0.2514,0.0616,-0.2819,0.9239,0.0,1.0,1.0,0.0,0.0695
0.947,i,0.7183,-0.3935,0.5307,0.218,0.0,0.0,0.0,0.2448,0.0,0.2565,0.0497,-0.2969,0.9185,0.0,1.0,1.0,0.0,0.4393
0.967,i,0.7174,-0.3965,0.5287,0.2205,0.0,0.0,0.0,0.1658,0.0,0.2614,0.0468,-0.3094,0.9131,0.0,1.0,1.0,0.0,1.0
0.987,i,0.7162,-0.3997,0.5267,0.2234,0.0,0.0,0.0,0.2711,0.0,0.2656,0.0543,-0.3181,0.9084,0.0,1.0,1.0,0.0,1.0
0.009,i,0.7103,-0.3201,0.6004,0.1805,0.0,0.0,0.0,0.2229,0.0,0.3204,0.5179,0.4744,0.6357,0.0,0.0,0.0,0.0,0.5185
0.029,i,0.7109,-0.3214,0.5987,0.1812,0.0,0.0,0.0,0.1087,0.0,0.3208,0.5167,0.4734,0.6372,0.0,0.0,0.0176,0.0,0.36
0.049,i,0.7115,-0.323,0.5968,0.1822,0.0,0.0,0.0,0.179,0.0,0.3212,0.5154,0.4726,0.6386,0.0,0.0,0.0,0.0,0.0
0.069,i,0.7122,-0.325,0.5946,0.1833,0.0,0.0,0.0,0.1658,0.0026,0.3218,0.5143,0.4716,0.6399,0.0,0.0,0.0,0.0,0.0
0.089,i,0.7128,-0.3272,0.5922,0.1846,0.0,0.0,0.0,0.0,0.0,0.3221,0.5134,0.4709,0.641,0.0,0.0,0.0,0.0,0.096
0.11,i,0.7134,-0.3297,0.5897,0.1861,0.0,0.0,0.0,0.1131,0.0,0.322,0.5127,0.4706,0.6418,0.0,0.0,0.0,0.0,0.0695
0.129,i,0.7139,-0.3324,0.587,0.1878,0.0,0.0,0.0,0.0,0.0,0.3217,0.5121,0.4706,0.6425,0.0,0.0,0.0,0.0069,1.0
0.15,i,0.7143,-0.3354,0.5842,0.1897,0.0,0.0,0.0,0.1394,0.0,0.3209,0.5118,0.4709,0.6429,0.0,0.0,0.0,0.0,0.0
0.17,i,0.7145,-0.3387,0.5814,0.1918,0.0,0.0,0.0,0.078,0.0,0.3198,0.5114,0.4715,0.6434,0.0,0.0,0.0,0.0,0.0
0.19,i,0.7145,-0.3422,0.5787,0.194,0.0,0.0,0.0,0.0,0.0,0.3184,0.5107,0.4724,0.6439,0.0,0.0,0.0,0.0,0.0
0.209,i,0.7144,-0.3456,0.576,0.1963,0.0,0.0,0.0,0.0,0.0,0.3168,0.5101,0.4734,0.6444,0.0,0.0,0.0,0.0,0.0167
0.229,i,0.7141,-0.3491,0.5734,0.1985,0.0,0.0,0.0,0.056,0.0,0.3154,0.5092,0.4746,0.645,0.0,0.0,0.0,0.0,0.0
0.25,i,0.7136,-0.3524,0.5712,0.2007,0.0,0.0,0.0,0.0604,0.0,0.3142,0.5083,0.4756,0.6455,0.0,0.0,0.0,0.0,0.3864
0.269,i,0.7131,-0.3556,0.5691,0.2026,0.0,0.0,0.0,0.0,0.0,0.3134,0.5073,0.4764,0.6461,0.0,0.0,0.0,0.0,0.8354
0.29,i,0.7125,-0.3587,0.5673,0.2045,0.0,0.0,0.0,0.1219,0.0678,0.3128,0.5061,0.4774,0.6466,0.0,0.0344,0.0,0.0,0.2808
0.309,i,0.7119,-0.3618,0.5655,0.2062,0.0,0.0,0.0,0.0604,0.0,0.3112,0.5046,0.4791,0.6473,0.0,0.0093,0.0,0.0069,0.2544
0.329,i,0.7112,-0.3647,0.5638,0.2078,0.0,0.0,0.0,0.1877,0.0,0.3076,0.503,0.481,0.6489,0.0,0.1316,0.0,0.0,0.0
0.35,i,0.7106,-0.3676,0.5621,0.2096,0.0,0.0,0.0,0.0956,0.0,0.3034,0.5016,0.4799,0.6527,0.0,0.1566,0.011,0.0069,0.7298
0.369,i,0.71,-0.3702,0.5605,0.2115,0.0,0.0,0.0,0.0692,0.0417,0.3017,0.5015,0.4725,0.6589,0.0,0.0187,0.0529,0.0,0.7826
0.389,i,0.7093,-0.3727,0.5589,0.2136,0.0,0.0,0.0,0.1043,0.0,0.3021,0.5042,0.4581,0.6668,0.0,0.0783,0.0477,0.0,0.3072
0.41,i,0.7086,-0.3751,0.5575,0.2156,0.0,0.0,0.0,0.0,0.6287,0.303,0.5074,0.438,0.6774,0.0,0.0062,0.0935,0.0,0.6769
0.43,i,0.7077,-0.3776,0.5561,0.2175,0.0,0.0,0.0,0.0,0.3939,0.3018,0.5065,0.4157,0.6925,0.0,0.0,0.1315,0.0,0.0
0.45,i,0.7068,-0.3802,0.5548,0.2192,0.0,0.0,0.0,0.0648,0.2113,0.2969,0.5004,0.3929,0.7121,0.0,0.0939,0.1472,0.0,0.3864
0.47,i,0.7057,-0.3828,0.5538,0.2207,0.0,0.0,0.0,0.0824,0.3417,0.2905,0.4905,0.3682,0.7345,0.0,0.2946,0.2376,0.0,0.096
0.49,i,0.7044,-0.3854,0.5532,0.222,0.0,0.0,0.0,0.0,0.1852,0.2856,0.4781,0.3392,0.7581,0.0,0.2946,0.303,0.0,0.5185
0.515,i,0.7028,-0.388,0.5529,0.2233,0.0,0.0,0.0,0.0297,0.0417,0.2824,0.4645,0.306,0.7816,0.0,0.3698,0.4326,0.0,0.9938
0.53,i,0.701,-0.3906,0.5526,0.2248,0.0,0.0,0.0,0.1526,0.6548,0.2793,0.4508,0.2687,0.8041,0.0,0.42,0.4758,0.0,1.0
0.55,i,0.6994,-0.3932,0.5523,0.2261,0.0,0.0,0.0,0.0121,0.0026,0.276,0.4376,0.2281,0.8248,0.0,0.6331,0.6081,0.0,0.809
0.569,i,0.6982,-0.3953,0.5519,0.2271,0.0,0.0,0.0,0.056,0.2504,0.2713,0.4252,0.1837,0.8438,0.0,0.6018,0.65,0.0,0.4393
0.59,i,0.6977,-0.3965,0.5515,0.2275,0.0,0.0,0.0,0.0078,0.0,0.2635,0.4133,0.1356,0.861,0.0,0.8212,0.8621,0.0,0.7033
0.61,i,0.6981,-0.3969,0.551,0.2272,0.0,0.0,0.0,0.1307,0.1852,0.2527,0.4011,0.0875,0.8762,0.0,0.7805,0.9079,0.0,0.5185
0.63,i,0.6994,-0.3964,0.5501,0.2261,0.0,0.0,0.0,0.157,0.2243,0.2396,0.3872,0.0419,0.8893,0.0,0.9184,0.921,0.0,0.5449
0.65,i,0.7012,-0.3956,0.549,0.2245,0.0,0.0,0.0,0.0,0.2374,0.2254,0.3704,-0.0032,0.9011,0.0,0.9121,0.9315,0.0,0.7298
0.67,i,0.703,-0.395,0.5478,0.223,0.0,0.0,0.0,0.0078,0.0,0.212,0.3504,-0.0453,0.9111,0.0,0.8306,0.9681,0.0,0.5977
0.69,i,0.7047,-0.3947,0.5464,0.2217,0.0,0.0,0.0,0.0253,0.0,0.1995,0.3269,-0.085,0.9198,0.0,1.0,1.0,0.0,0.4393
0.711,i,0.7061,-0.3947,0.5449,0.2209,0.0,0.0,0.0,0.056,0.4852,0.189,0.3006,-0.1222,0.9268,0.0,0.9811,1.0,0.0,0.1752
0.73,i,0.7072,-0.3951,0.5432,0.2205,0.0,0.0,0.0,0.0429,0.4591,0.1805,0.2732,-0.1561,0.9319,0.0,1.0,1.0,0.0,0.2808
0.75,i,0.7082,-0.3962,0.5411,0.2207,0.0,0.0,0.0,0.1394,0.0678,0.1734,0.2456,-0.1866,0.9353,0.0,1.0,1.0,0.0,0.0167
0.77,i,0.7088,-0.3979,0.5388,0.2216,0.0,0.0,0.0,0.0956,0.0157,0.1671,0.2196,-0.2125,0.9374,0.0,1.0,1.0,0.0,0.3864
0.79,i,0.7089,-0.4001,0.5363,0.2231,0.0,0.0,0.0,0.1043,0.2504,0.1617,0.1951,-0.2338,0.9387,0.0,1.0,1.0,0.0,0.096
0.81,i,0.7086,-0.403,0.5337,0.2253,0.0,0.0,0.0,0.0,0.0026,0.157,0.1734,-0.2518,0.9391,0.0,1.0,1.0,0.0,1.0
0.83,i,0.7078,-0.4065,0.5309,0.2279,0.0,0.0,0.0,0.1219,0.0678,0.1528,0.1557,-0.2683,0.9383,0.0,1.0,1.0,0.0,0.4393
0.85,i,0.7067,-0.4108,0.5276,0.231,0.0,0.0,0.0,0.1307,0.0026,0.1496,0.1423,-0.2839,0.9363,0.0,1.0,1.0,0.0,1.0
0.871,i,0.7054,-0.4156,0.5242,0.2344,0.0,0.0,0.0,0.056,0.0417,0.1484,0.1311,-0.2987,0.9336,0.0,1.0,1.0,0.0,0.8882
0.891,i,0.7037,-0.4211,0.5203,0.2382,0.0,0.0,0.0,0.0868,0.3026,0.1493,0.1198,-0.3121,0.9305,0.0,1.0,1.0,0.0,0.4129
0.91,i,0.702,-0.4266,0.5163,0.2422,0.0,0.0,0.0,0.0429,0.0026,0.1525,0.1116,-0.3236,0.9271,0.0,1.0,1.0,0.0,0.3864
0.93,i,0.7,-0.4321,0.5123,0.2465,0.0,0.0,0.0,0.0165,0.0,0.157,0.11,-0.3337,0.923,0.0,1.0,1.0,0.0,0.2544
0.951,i,0.6979,-0.4371,0.5089,0.2508,0.0,0.0,0.0,0.0604,0.0,0.1624,0.1185,-0.3424,0.9178,0.0,1.0,1.0,0.0,0.941
0.971,i,0.6959,-0.4414,0.506,0.2548,0.0,0.0,0.0,0.0692,0.1591,0.1682,0.1365,-0.3485,0.9119,0.0,1.0,1.0,0.0,1.0
0.99,i,0.6943,-0.4447,0.5037,0.2579,0.0,0.0,0.0,0.1043,0.0939,0.1739,0.1637,-0.3512,0.9053,0.0,1.0,1.0,0.0,0.8882
1.011,i,0.6931,-0.4471,0.502,0.2602,0.0,0.0,0.0,0.078,0.0,0.1791,0.1971,-0.3506,0.8978,0.0,1.0,1.0,0.0,0.941
1.031,i,0.6922,-0.4488,0.5009,0.2619,0.0,0.0,0.0,0.179,0.0,0.1843,0.2311,-0.3464,0.8903,0.0,1.0,1.0,0.0,0.8354
1.051,i,0.6915,-0.4498,0.5003,0.2631,0.0,0.0,0.0,0.056,0.0,0.1901,0.2581,-0.3408,0.8838,0.0,1.0,1.0,0.0,0.0167
1.07,i,0.691,-0.4504,0.4999,0.264,0.0,0.0,0.0,0.1263,0.2765,0.1973,0.2713,-0.3362,0.88,0.0,1.0,1.0,0.0,0.0
